id_cliente,probabilidad_compra_lujo,segmento_score,accion_recomendada,sexo,edad,ciudad,nivel_ingreso,total_pedidos,gasto_total_neto,gasto_lujo_neto,gasto_lujo_share,luxury_order_share,recencia_dias,antiguedad_cliente_dias,pedidos_por_mes,ticket_medio_pedido
1560,0.5843200940241895,medio,Retargeting con catálogo premium,F,43.0,CDMX,medio,3,2051.72,1273.78,0.6208352016844404,0.3333333333333333,1,56,1.5,683.9066666666666
383,0.582503287991553,medio,Retargeting con catálogo premium,M,24.0,Lima,medio,2,406.65000000000003,0.0,0.0,0.0,2,97,1.0,203.32500000000002
125,0.579328951112116,medio,Retargeting con catálogo premium,F,25.0,Bogotá,bajo,2,1192.78,0.0,0.0,0.0,3,77,1.0,596.39
570,0.5783236842045756,medio,Retargeting con catálogo premium,F,59.0,Quito,bajo,1,379.55999999999995,0.0,0.0,0.0,0,0,1.0,379.55999999999995
827,0.5751300850645785,medio,Retargeting con catálogo premium,F,40.0,Santiago,bajo,5,3310.88,2004.24,0.6053496351423187,0.4,0,33,2.5,662.1759999999999
935,0.5749393378035534,medio,Retargeting con catálogo premium,M,65.0,CDMX,medio,2,977.8299999999999,0.0,0.0,0.0,19,61,1.0,488.915
875,0.5742889154417401,medio,Retargeting con catálogo premium,M,27.0,Buenos Aires,medio,8,7837.38,4035.7300000000005,0.5149335619811723,0.375,0,84,2.6666666666666665,979.6725
931,0.5741444447435725,medio,Retargeting con catálogo premium,F,27.0,Bogotá,bajo,3,2092.84,1646.33,0.7866487643584793,0.6666666666666666,4,112,1.0,697.6133333333333
179,0.5727830405147438,medio,Retargeting con catálogo premium,F,62.0,CDMX,medio,9,8850.67,4782.78,0.540386208049786,0.3333333333333333,0,138,2.25,983.4077777777778
2113,0.5722685889359771,medio,Retargeting con catálogo premium,M,47.0,Bogotá,medio,2,2699.9100000000003,2087.01,0.7729924330811027,0.5,52,72,1.0,1349.9550000000002
282,0.571364854791816,medio,Retargeting con catálogo premium,M,60.0,CDMX,medio,2,528.83,0.0,0.0,0.0,55,98,1.0,264.41499999999996
290,0.5711757814243288,medio,Retargeting con catálogo premium,M,60.0,Santiago,bajo,2,2549.8900000000003,1791.0300000000002,0.7023950052747373,1.0,1,73,1.0,1274.9450000000002
1718,0.5699830399042232,medio,Retargeting con catálogo premium,F,26.0,CDMX,bajo,4,4363.78,3155.9,0.7232032778921028,0.25,24,105,1.0,1090.9450000000002
950,0.5695128095604316,medio,Retargeting con catálogo premium,F,31.0,Lima,bajo,1,570.81,0.0,0.0,0.0,4,4,1.0,570.81
1432,0.5687288930488441,medio,Retargeting con catálogo premium,F,62.0,CDMX,bajo,4,4303.68,3170.74,0.7367508736709047,0.5,53,101,2.0,1075.92
2431,0.5686517004478389,medio,Retargeting con catálogo premium,M,43.0,Bogotá,bajo,1,214.3,0.0,0.0,0.0,105,105,1.0,214.3
2269,0.568372156027578,medio,Retargeting con catálogo premium,F,54.0,Quito,medio,2,1244.78,810.34,0.650990536480342,0.5,1,123,1.0,622.39
1045,0.56834810183911,medio,Retargeting con catálogo premium,M,56.0,Bogotá,bajo,2,1846.8300000000002,744.35,0.4030419692121094,0.5,2,119,1.0,923.415
1199,0.5676477046753563,medio,Retargeting con catálogo premium,F,54.0,CDMX,medio,6,4046.77,1447.22,0.3576234873738809,0.16666666666666666,0,73,2.0,674.4616666666667
672,0.5672264395037886,medio,Retargeting con catálogo premium,M,19.0,CDMX,bajo,1,443.66,0.0,0.0,0.0,61,61,1.0,443.66
1482,0.5663478513121221,medio,Retargeting con catálogo premium,F,38.0,Santiago,alto,5,7402.02,5442.59,0.7352844223603827,0.8,1,93,2.5,1480.404
214,0.5663263920894099,medio,Retargeting con catálogo premium,F,52.0,Quito,medio,3,1569.83,677.31,0.43145436130026815,0.3333333333333333,3,65,1.5,523.2766666666666
1179,0.5641063419389549,medio,Retargeting con catálogo premium,F,27.0,CDMX,medio,3,1633.52,1035.72,0.6340418237915667,0.3333333333333333,4,73,1.5,544.5066666666667
147,0.5640228640229087,medio,Retargeting con catálogo premium,F,29.0,Buenos Aires,bajo,2,1301.3600000000001,617.6,0.47458043892543184,0.5,0,14,2.0,650.6800000000001
2063,0.5638338364080973,medio,Retargeting con catálogo premium,F,46.0,Quito,bajo,1,362.53,0.0,0.0,0.0,3,3,1.0,362.53
1191,0.5630511734568766,medio,Retargeting con catálogo premium,F,36.0,Santiago,medio,3,3444.3,1738.01,0.5046047092297419,0.6666666666666666,4,86,1.5,1148.1
830,0.5626016774819591,medio,Retargeting con catálogo premium,M,18.0,Quito,bajo,3,2780.37,1450.48,0.5216859626596461,0.6666666666666666,3,84,1.5,926.79
13,0.5618516988000587,medio,Retargeting con catálogo premium,F,65.0,Monterrey,bajo,2,815.95,469.13,0.5749494454317053,0.5,0,92,1.0,407.97499999999997
253,0.5615810747852014,medio,Retargeting con catálogo premium,M,61.0,Bogotá,bajo,2,2217.75,1392.55,0.6279111712321046,0.5,117,126,1.0,1108.875
1860,0.560970667499731,medio,Retargeting con catálogo premium,F,45.0,Quito,medio,4,2812.89,1659.0499999999997,0.5898026584758024,0.5,1,82,1.3333333333333333,703.2225
2253,0.5602137872043604,medio,Retargeting con catálogo premium,F,54.0,Buenos Aires,medio,2,1536.03,802.87,0.5226916140960789,0.5,4,11,2.0,768.015
730,0.5595874054546329,medio,Retargeting con catálogo premium,M,31.0,Lima,medio,5,5526.19,4517.1,0.8173986055492122,0.6,1,130,1.25,1105.2379999999998
1429,0.5587564698583347,medio,Retargeting con catálogo premium,M,63.0,Monterrey,medio,3,1338.9,950.23,0.7097094629920083,0.3333333333333333,2,85,1.0,446.3000000000001
1058,0.558704286742925,medio,Retargeting con catálogo premium,F,20.0,Lima,medio,4,1064.17,931.95,0.8757529342116391,0.25,0,119,1.3333333333333333,266.0425
2494,0.5575968905992794,medio,Retargeting con catálogo premium,M,61.0,CDMX,medio,4,3261.79,1580.55,0.4845652233896112,0.5,0,75,2.0,815.4475
1408,0.5572208096071506,medio,Retargeting con catálogo premium,F,60.0,Bogotá,medio,2,398.65,0.0,0.0,0.0,2,107,1.0,199.325
2187,0.5564587123368447,medio,Retargeting con catálogo premium,F,35.0,Santiago,medio,3,5209.26,3936.6399999999994,0.755700425780245,0.6666666666666666,2,39,1.5,1736.42
224,0.5554752980476038,medio,Retargeting con catálogo premium,M,48.0,Monterrey,bajo,3,2124.3599999999997,1345.54,0.6333860550942402,0.3333333333333333,1,65,1.0,708.1199999999999
2300,0.5532740117378554,medio,Retargeting con catálogo premium,M,50.0,Lima,medio,4,3600.16,2981.88,0.8282631883027421,0.5,0,122,1.3333333333333333,900.04
1129,0.5530036466714989,medio,Retargeting con catálogo premium,M,51.0,Santiago,bajo,2,1460.18,339.38,0.23242339985481242,0.5,57,118,1.0,730.09
1943,0.5525848250071805,medio,Retargeting con catálogo premium,M,39.0,CDMX,bajo,3,4558.69,3444.0699999999997,0.7554955480631497,0.6666666666666666,0,118,1.0,1519.5633333333335
1869,0.5522043488456394,medio,Retargeting con catálogo premium,F,36.0,Quito,medio,4,4683.429999999999,2937.5099999999998,0.6272133884781026,0.5,26,107,1.0,1170.8574999999998
1709,0.5519615324009846,medio,Retargeting con catálogo premium,M,37.0,Bogotá,alto,2,3219.34,2478.63,0.7699186789838911,1.0,4,181,1.0,1609.67
1996,0.5515456785913244,medio,Retargeting con catálogo premium,F,28.0,Monterrey,medio,5,2961.76,1113.26,0.3758778564097023,0.2,0,90,1.25,592.3520000000001
648,0.5509747541777039,medio,Retargeting con catálogo premium,F,47.0,Lima,bajo,2,3681.98,3581.66,0.9727537900803371,1.0,4,37,1.0,1840.99
970,0.5507116282534522,medio,Retargeting con catálogo premium,F,27.0,Bogotá,bajo,7,6922.52,4466.58,0.6452245713988547,0.42857142857142855,0,167,1.75,988.9314285714287
1329,0.5502503428007217,medio,Retargeting con catálogo premium,M,64.0,CDMX,bajo,2,4384.12,2730.6099999999997,0.6228410718684707,1.0,65,79,2.0,2192.06
2301,0.5498742319688187,medio,Retargeting con catálogo premium,F,53.0,Quito,medio,2,585.34,0.0,0.0,0.0,1,111,1.0,292.67
541,0.5487457815672089,medio,Retargeting con catálogo premium,F,32.0,Lima,medio,1,1090.18,0.0,0.0,0.0,51,51,1.0,1090.18
817,0.5485962420682579,medio,Retargeting con catálogo premium,F,54.0,Buenos Aires,medio,6,4566.29,1587.85,0.34773306119409847,0.16666666666666666,1,76,2.0,761.0483333333333
1991,0.5484674930986945,medio,Retargeting con catálogo premium,M,28.0,CDMX,bajo,4,2816.67,1226.12,0.43530836058182176,0.25,25,132,1.0,704.1675
2046,0.5478285296399701,medio,Retargeting con catálogo premium,M,34.0,CDMX,bajo,2,1871.46,1660.9099999999999,0.8874942558216579,1.0,92,126,1.0,935.73
2418,0.547449246661263,medio,Retargeting con catálogo premium,M,57.0,Bogotá,medio,7,6018.84,4068.63,0.675982415216221,0.42857142857142855,14,184,1.4,859.8342857142858
463,0.5473037360859739,medio,Retargeting con catálogo premium,M,33.0,Buenos Aires,bajo,1,174.07,0.0,0.0,0.0,90,90,1.0,174.07
800,0.5459442250322821,medio,Retargeting con catálogo premium,F,56.0,Buenos Aires,bajo,5,4314.29,2287.19,0.5301428508514727,0.4,1,101,1.6666666666666667,862.858
753,0.5454271048702048,medio,Retargeting con catálogo premium,M,49.0,CDMX,bajo,7,7652.32,6100.070000000001,0.7971530202605224,0.42857142857142855,3,162,2.3333333333333335,1093.1885714285713
1849,0.5454187833666044,medio,Retargeting con catálogo premium,F,58.0,Bogotá,alto,4,5379.96,3844.27,0.7145536398040134,0.75,0,88,1.3333333333333333,1344.99
1108,0.5440440523122592,medio,Retargeting con catálogo premium,M,57.0,CDMX,medio,5,4886.58,2067.08,0.42301159502146696,0.4,2,107,1.6666666666666667,977.316
2477,0.5433209707568564,medio,Retargeting con catálogo premium,M,63.0,Buenos Aires,medio,3,1604.53,1305.01,0.8133285136457405,0.3333333333333333,0,144,1.0,534.8433333333334
80,0.5428498084298796,medio,Retargeting con catálogo premium,M,66.0,Bogotá,bajo,3,1413.28,584.49,0.4135698516925167,0.3333333333333333,9,130,1.5,471.0933333333333
1480,0.5427534590313303,medio,Retargeting con catálogo premium,M,43.0,Monterrey,medio,5,5920.39,4364.27,0.737159207417079,0.8,1,92,1.6666666666666667,1184.078
1342,0.5411907236917401,medio,Retargeting con catálogo premium,M,63.0,Santiago,medio,3,775.96,0.0,0.0,0.0,105,124,1.5,258.6533333333333
660,0.5410310544186416,medio,Retargeting con catálogo premium,M,55.0,Buenos Aires,alto,1,1867.11,1725.3,0.9240483956488905,1.0,2,2,1.0,1867.11
1566,0.5405632217827527,medio,Retargeting con catálogo premium,F,63.0,Bogotá,medio,2,1492.54,1133.35,0.7593431331823602,0.5,119,129,1.0,746.27
1672,0.5396380486760233,medio,Retargeting con catálogo premium,F,44.0,CDMX,medio,2,858.99,744.6,0.8668319770893724,0.5,5,205,1.0,429.495
2250,0.5388734801336845,medio,Retargeting con catálogo premium,F,38.0,Lima,alto,1,163.59,0.0,0.0,0.0,72,72,1.0,163.59
1487,0.538434480709388,medio,Retargeting con catálogo premium,F,68.0,Lima,bajo,2,618.38,0.0,0.0,0.0,83,120,1.0,309.19
294,0.537172902733545,medio,Retargeting con catálogo premium,M,55.0,CDMX,medio,6,5412.28,2657.0899999999997,0.49093727597241826,0.3333333333333333,54,175,1.5,902.0466666666666
2009,0.5365306596548575,medio,Retargeting con catálogo premium,F,43.0,Quito,alto,1,309.63,0.0,0.0,0.0,52,52,1.0,309.63
1585,0.5362003541708701,medio,Retargeting con catálogo premium,M,34.0,Buenos Aires,bajo,3,2493.44,1228.65,0.49275298382956884,0.6666666666666666,1,66,1.5,831.1466666666666
734,0.5359410862980409,medio,Retargeting con catálogo premium,M,63.0,Bogotá,alto,2,3336.8,2013.98,0.6035662910573004,0.5,47,120,1.0,1668.4
2061,0.5357833616992059,medio,Retargeting con catálogo premium,F,49.0,Buenos Aires,bajo,1,179.38,0.0,0.0,0.0,80,80,1.0,179.38
874,0.5356364422766114,medio,Retargeting con catálogo premium,F,50.0,CDMX,bajo,1,3311.6099999999997,3136.0099999999998,0.946974432375793,1.0,2,2,1.0,3311.6099999999997
1541,0.5355851271921537,medio,Retargeting con catálogo premium,F,44.0,Monterrey,medio,1,656.11,578.09,0.8810870128484554,1.0,120,120,1.0,656.11
1327,0.5340511049020885,medio,Retargeting con catálogo premium,F,29.0,Santiago,medio,6,4861.97,3496.86,0.7192269800101605,0.3333333333333333,3,121,1.5,810.3283333333334
296,0.5338635457518122,medio,Retargeting con catálogo premium,M,40.0,Lima,medio,2,1421.54,894.47,0.6292260506211573,0.5,37,182,1.0,710.77
2439,0.5334132416028721,medio,Retargeting con catálogo premium,F,36.0,Bogotá,medio,6,3174.75,1467.88,0.46236081581226873,0.3333333333333333,4,125,2.0,529.125
1917,0.5330014836568191,medio,Retargeting con catálogo premium,M,59.0,CDMX,bajo,1,384.93,0.0,0.0,0.0,121,121,1.0,384.93
2222,0.5328268158242238,medio,Retargeting con catálogo premium,F,26.0,Bogotá,medio,4,4408.83,3325.58,0.7542998936225711,0.5,4,133,1.0,1102.2075
385,0.532048053089565,medio,Retargeting con catálogo premium,F,38.0,Bogotá,medio,6,4724.99,2818.67,0.5965451778733923,0.3333333333333333,0,134,2.0,787.4983333333333
168,0.5317577731047181,medio,Retargeting con catálogo premium,F,19.0,Lima,bajo,3,1768.29,497.06,0.28109642649112987,0.3333333333333333,26,105,1.0,589.43
876,0.5307330200316304,medio,Retargeting con catálogo premium,F,67.0,Bogotá,alto,1,1497.61,996.55,0.6654269135489213,1.0,96,96,1.0,1497.61
333,0.5303584429182537,medio,Retargeting con catálogo premium,M,21.0,Quito,bajo,5,6456.59,3968.92,0.6147083832177667,0.6,2,140,1.25,1291.318
47,0.5302917472592288,medio,Retargeting con catálogo premium,M,32.0,Bogotá,medio,6,4900.25,3229.6600000000003,0.6590806591500434,0.6666666666666666,0,156,1.5,816.7083333333334
883,0.5291834372698853,medio,Retargeting con catálogo premium,F,39.0,Quito,bajo,1,397.8,0.0,0.0,0.0,62,62,1.0,397.8
640,0.5290633342059902,medio,Retargeting con catálogo premium,M,45.0,Buenos Aires,bajo,2,1605.05,1183.19,0.7371670664465282,0.5,5,160,1.0,802.525
314,0.5285594340067239,medio,Retargeting con catálogo premium,F,51.0,Bogotá,medio,6,3647.91,1709.86,0.46872318670142626,0.3333333333333333,3,128,2.0,607.985
1474,0.5281597696535278,medio,Retargeting con catálogo premium,M,45.0,Lima,bajo,3,2193.33,1547.0,0.7053202208513994,0.3333333333333333,4,124,1.5,731.11
1657,0.5280735290712424,medio,Retargeting con catálogo premium,M,68.0,Bogotá,medio,2,1510.52,661.97,0.43823981145565766,0.5,10,191,1.0,755.26
2368,0.5278189880839375,medio,Retargeting con catálogo premium,F,59.0,Bogotá,medio,3,3669.14,2714.49,0.7398164147456897,1.0,1,116,1.0,1223.0466666666666
1032,0.5277481644748077,medio,Retargeting con catálogo premium,M,40.0,Santiago,bajo,7,7461.03,4843.34,0.649151658685195,0.5714285714285714,2,167,1.4,1065.8614285714286
1968,0.527229736765056,medio,Retargeting con catálogo premium,M,51.0,Lima,bajo,7,5048.45,3153.84,0.6247145163366975,0.42857142857142855,0,137,2.3333333333333335,721.2071428571428
108,0.5264491747046329,medio,Retargeting con catálogo premium,M,20.0,CDMX,medio,8,5199.75,2404.55,0.4624356940237512,0.375,0,141,2.0,649.96875
381,0.5260648948801077,medio,Retargeting con catálogo premium,M,18.0,Santiago,medio,2,272.76,0.0,0.0,0.0,116,159,1.0,136.38
1593,0.5254719138180513,medio,Retargeting con catálogo premium,M,52.0,Monterrey,bajo,2,2303.41,1491.59,0.6475573171949415,1.0,2,108,1.0,1151.705
556,0.5253279373393224,medio,Retargeting con catálogo premium,M,35.0,Santiago,medio,4,4135.0,3684.53,0.8910592503022975,0.5,2,129,1.3333333333333333,1033.75
1729,0.5241091907084919,medio,Retargeting con catálogo premium,M,56.0,Santiago,bajo,6,2602.9,1161.58,0.44626378270390715,0.3333333333333333,5,161,1.2,433.81666666666666
1926,0.5238190974134642,medio,Retargeting con catálogo premium,F,46.0,Monterrey,medio,2,2190.9399999999996,1237.4099999999999,0.5647849781372379,1.0,68,100,1.0,1095.47
2321,0.5237578588312288,medio,Retargeting con catálogo premium,F,18.0,Buenos Aires,bajo,9,7155.64,4460.41,0.6233418673941115,0.5555555555555556,2,155,2.25,795.0711111111111
942,0.5231658024605668,medio,Retargeting con catálogo premium,F,26.0,Monterrey,medio,4,6245.85,4553.09,0.728978441685279,1.0,2,114,1.3333333333333333,1561.4625
1100,0.5230218467883962,medio,Retargeting con catálogo premium,F,37.0,Bogotá,medio,4,3939.88,2813.4,0.7140826624161142,0.5,0,171,1.3333333333333333,984.97
1529,0.5229209786937978,medio,Retargeting con catálogo premium,M,53.0,CDMX,bajo,3,1761.6,784.15,0.44513510445049953,0.3333333333333333,1,133,1.5,587.1999999999999
2018,0.5219046011332177,medio,Retargeting con catálogo premium,M,28.0,Bogotá,alto,7,7120.41,3364.35,0.472493859201928,0.42857142857142855,0,151,2.3333333333333335,1017.2014285714286
1385,0.521869021745921,medio,Retargeting con catálogo premium,F,53.0,Lima,alto,4,2731.74,1715.88,0.6281271277647215,0.25,90,173,1.3333333333333333,682.935
842,0.5215755265469557,medio,Retargeting con catálogo premium,M,34.0,Santiago,alto,1,714.06,0.0,0.0,0.0,107,107,1.0,714.06
968,0.5207246307038738,medio,Retargeting con catálogo premium,M,51.0,Bogotá,medio,5,3279.5,1143.3600000000001,0.3486385119682879,0.4,0,106,2.5,655.9
706,0.5201738524185449,medio,Retargeting con catálogo premium,F,20.0,Buenos Aires,bajo,6,3948.25,1647.2099999999998,0.41720002532767675,0.16666666666666666,1,114,2.0,658.0416666666666
979,0.5199148334609678,medio,Retargeting con catálogo premium,M,42.0,CDMX,medio,9,10752.84,9107.16,0.8469539210106353,0.6666666666666666,0,232,1.8,1194.76
1821,0.5195297615752572,medio,Retargeting con catálogo premium,F,32.0,Quito,alto,2,2160.13,1421.2,0.6579233657233592,0.5,4,153,1.0,1080.065
1613,0.5184079302522462,medio,Retargeting con catálogo premium,M,52.0,Santiago,medio,5,2903.82,1945.9099999999999,0.6701207375112782,0.6,3,168,1.25,580.7639999999999
533,0.5172972932044919,medio,Retargeting con catálogo premium,F,61.0,Quito,bajo,5,3879.16,2532.1800000000003,0.6527650316047805,0.4,2,125,1.6666666666666667,775.832
2489,0.5165821245398308,medio,Retargeting con catálogo premium,M,20.0,CDMX,medio,12,7192.23,3910.89,0.5437659807876,0.3333333333333333,83,273,2.0,599.3525
1020,0.5164110700679737,medio,Retargeting con catálogo premium,F,30.0,Bogotá,bajo,5,5533.98,3905.5499999999997,0.7057398111305064,0.4,0,139,1.25,1106.7959999999998
1238,0.5163678683245582,medio,Retargeting con catálogo premium,M,33.0,CDMX,medio,3,2400.76,1675.8,0.6980289574967926,0.3333333333333333,57,179,1.0,800.2533333333334
64,0.5162650480702828,medio,Retargeting con catálogo premium,F,50.0,Buenos Aires,medio,3,4079.2200000000003,3145.86,0.7711915513259888,0.3333333333333333,4,91,1.0,1359.74
715,0.5162417350069035,medio,Retargeting con catálogo premium,M,19.0,Monterrey,medio,5,3992.69,2185.8199999999997,0.5474554748803437,0.4,3,139,1.25,798.538
1202,0.5158088117858288,medio,Retargeting con catálogo premium,M,38.0,Bogotá,alto,3,1292.69,711.67,0.5505341574546101,0.3333333333333333,1,122,1.5,430.8966666666667
1630,0.5154720441239424,medio,Retargeting con catálogo premium,M,34.0,CDMX,bajo,2,826.99,222.87,0.269495398977013,0.5,124,172,1.0,413.495
343,0.5147229135250954,medio,Retargeting con catálogo premium,F,43.0,Bogotá,medio,4,3484.76,2297.23,0.6592218689378895,0.5,5,167,1.0,871.19
1866,0.5143068669923169,medio,Retargeting con catálogo premium,M,18.0,Buenos Aires,medio,5,5824.83,4179.09,0.7174612821318391,0.6,2,129,1.6666666666666667,1164.966
1350,0.5140584133882891,medio,Retargeting con catálogo premium,F,69.0,Monterrey,medio,3,4030.3399999999997,2265.22,0.5620419120967461,0.3333333333333333,36,101,1.0,1343.4466666666665
434,0.5134696976306722,medio,Retargeting con catálogo premium,M,62.0,Lima,medio,4,1905.6999999999998,499.84,0.2622868237393084,0.25,2,120,1.3333333333333333,476.42499999999995
400,0.5133802623909638,medio,Retargeting con catálogo premium,F,63.0,CDMX,bajo,6,3769.72,1512.34,0.4011809895695171,0.16666666666666666,4,136,1.5,628.2866666666667
1590,0.5128112143750188,medio,Retargeting con catálogo premium,M,42.0,Santiago,medio,3,1557.18,0.0,0.0,0.0,1,86,1.5,519.06
914,0.5127581121713347,medio,Retargeting con catálogo premium,M,48.0,Bogotá,bajo,7,6963.81,5325.57,0.7647494690406543,0.5714285714285714,0,189,1.75,994.83
439,0.5118714965570339,medio,Retargeting con catálogo premium,F,64.0,Bogotá,medio,5,3549.4700000000003,1962.6,0.5529276201799141,0.4,2,165,1.25,709.894
2302,0.5116087200023258,medio,Retargeting con catálogo premium,F,62.0,CDMX,medio,2,390.03,0.0,0.0,0.0,1,5,2.0,195.015
